Scenario_Model,AUC_mean,AUC_std,Sensitivity,Specificity,F1,BalancedAcc,Class0_F1,Class1_F1
Clin+Rad_Tversky_Top10__RandomForest,0.6550264550264551,0.12214561033691135,0.8536585365853658,0.375,0.8139534883720929,0.6143292682926829,0.42857142857142855,0.8139534883720929
Clin+Rad_Focal_Top10__ExtraTrees,0.6549933862433862,0.1594858965669808,0.43902439024390244,0.875,0.5901639344262295,0.6570121951219512,0.5283018867924528,0.5901639344262295
Clin+Rad_BCEDice_Top50__LogisticRegression,0.6543981481481481,0.10255335022975626,0.9512195121951219,0.3125,0.8571428571428571,0.631859756097561,0.43478260869565216,0.8571428571428571
Clin+Rad_FocalTversky_Top20__GradientBoosting,0.6530753968253968,0.1635718665998463,0.6097560975609756,0.6875,0.7042253521126761,0.6486280487804879,0.5116279069767441,0.7042253521126761
Clin+Rad_Focal_Top50__XGBoost,0.6511243386243386,0.14941557949927892,0.7560975609756098,0.6875,0.8051948051948052,0.7217987804878049,0.5945945945945946,0.8051948051948052
Clin+Rad_AdaptiveRegional_Top50__SVM_RBF,0.6501984126984127,0.07246709751134177,0.6341463414634146,0.625,0.7123287671232876,0.6295731707317074,0.48780487804878053,0.7123287671232876
Clin+Rad_AdaptiveRegional_Top10__MLP,0.6497354497354498,0.14583271844763532,0.975609756097561,0.375,0.8791208791208791,0.6753048780487805,0.5217391304347825,0.8791208791208791
Clin+Rad_BCEDice_Top20__SVM_RBF,0.6486111111111111,0.11666666666666668,1.0,0.25,0.8723404255319149,0.625,0.4,0.8723404255319149
RadOnly_AdaptiveRegional_Top10__RandomForest,0.645866402116402,0.14586011583843686,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
Clin+Rad_Dice_Top50__GradientBoosting,0.6455357142857143,0.15522151431396644,0.7804878048780488,0.5,0.7901234567901235,0.6402439024390244,0.48484848484848486,0.7901234567901235
Clin+Rad_FocalTversky_Top20__MLP,0.6451388888888888,0.12546979617854817,0.8536585365853658,0.4375,0.8235294117647058,0.6455792682926829,0.4827586206896552,0.8235294117647058
Clin+Rad_BCEDice_Top10__kNN_k5,0.6439814814814814,0.05871421800921365,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_AdaptiveRegional_Top10__MLP,0.6438822751322751,0.14199753932508552,0.4634146341463415,0.8125,0.6031746031746033,0.6379573170731707,0.5098039215686275,0.6031746031746033
Clin+Rad_FocalTversky_Top50__RandomForest,0.6437334656084656,0.160382810367346,0.8048780487804879,0.375,0.7857142857142858,0.5899390243902439,0.39999999999999997,0.7857142857142858
Clin+Rad_FocalTversky_Top50__MLP,0.6435515873015873,0.1054165378271734,0.9512195121951219,0.3125,0.8571428571428571,0.631859756097561,0.43478260869565216,0.8571428571428571
Clin+Rad_Tversky_Top20__MLP,0.6421296296296297,0.07924108479753582,0.9024390243902439,0.4375,0.8505747126436782,0.6699695121951219,0.5185185185185185,0.8505747126436782
RadOnly_BCEDice_Top10__RandomForest,0.6413359788359788,0.1670577317644426,0.9512195121951219,0.25,0.8478260869565216,0.600609756097561,0.36363636363636365,0.8478260869565216
RadOnly_Tversky_Top10__DecisionTree,0.6412698412698413,0.15094708150863267,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
Clin+Rad_Tversky_Top50__kNN_k5,0.6408234126984127,0.13501218736688678,0.4878048780487805,0.6875,0.6060606060606061,0.5876524390243902,0.4583333333333333,0.6060606060606061
Clin+Rad_BCEDice_Top50__kNN_k5,0.6404761904761904,0.13708809900346922,0.5121951219512195,0.75,0.6363636363636365,0.6310975609756098,0.5,0.6363636363636365
Clin+Rad_Dice_Top10__MLP,0.6404431216931217,0.16767091363849398,1.0,0.375,0.891304347826087,0.6875,0.5454545454545454,0.891304347826087
RadOnly_Tversky_Top20__ExtraTrees,0.6402281746031745,0.15520797664662478,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
Clin+Rad_AdaptiveRegional_Top10__GradientBoosting,0.6397817460317461,0.17488939833589037,0.5121951219512195,0.75,0.6363636363636365,0.6310975609756098,0.5,0.6363636363636365
Clin+Rad_FocalTversky_Top50__GradientBoosting,0.6393518518518518,0.17674274315093041,0.5853658536585366,0.625,0.676056338028169,0.6051829268292683,0.4651162790697674,0.676056338028169
Clin+Rad_GDice_Top50__SVM_Linear,0.6380621693121693,0.09376886538813486,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
RadOnly_BCEDice_Top10__XGBoost,0.6380621693121693,0.18539994869065307,0.9512195121951219,0.3125,0.8571428571428571,0.631859756097561,0.43478260869565216,0.8571428571428571
Clin+Rad_FocalTversky_Top10__MLP,0.6376984126984127,0.1111366183873976,0.975609756097561,0.375,0.8791208791208791,0.6753048780487805,0.5217391304347825,0.8791208791208791
RadOnly_Tversky_Top10__RandomForest,0.6362103174603174,0.156386970703106,0.7073170731707317,0.5625,0.7532467532467532,0.6349085365853658,0.4864864864864864,0.7532467532467532
Clin+Rad_BCEFocalTversky_Top50__GradientBoosting,0.6352513227513228,0.23322154006457244,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
Clin+Rad_BCEFocalTversky_Top20__SVM_RBF,0.6344907407407409,0.11309096421269443,0.7560975609756098,0.5625,0.7848101265822786,0.6592987804878049,0.5142857142857142,0.7848101265822786
RadOnly_FocalTversky_Top10__ExtraTrees,0.6334656084656085,0.22488499778042415,0.3902439024390244,0.875,0.5423728813559323,0.6326219512195121,0.509090909090909,0.5423728813559323
RadOnly_Tversky_Top50__ExtraTrees,0.6331018518518519,0.16157009440073963,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_Focal_Top50__SVM_RBF,0.6326719576719577,0.08767516670213418,0.2926829268292683,0.9375,0.4444444444444444,0.6150914634146342,0.5,0.4444444444444444
Clin+Rad_BCEDice_Top50__ExtraTrees,0.6323412698412698,0.1598837052164841,0.975609756097561,0.25,0.860215053763441,0.6128048780487805,0.38095238095238093,0.860215053763441
Clin+Rad_FocalTversky_Top20__RandomForest,0.6323082010582011,0.16463593133608856,0.9512195121951219,0.3125,0.8571428571428571,0.631859756097561,0.43478260869565216,0.8571428571428571
Clin+Rad_GDice_Top20__GradientBoosting,0.6320767195767195,0.19753328036913564,0.5365853658536586,0.6875,0.6470588235294118,0.6120426829268293,0.47826086956521735,0.6470588235294118
Clin+Rad_AdaptiveRegional_Top50__GradientBoosting,0.6305886243386244,0.14593566818218706,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_BCEDice_Top50__kNN_k5,0.6302744708994709,0.19474807182149995,0.8048780487804879,0.375,0.7857142857142858,0.5899390243902439,0.39999999999999997,0.7857142857142858
Clin+Rad_BCEFocalTversky_Top50__MLP,0.6296626984126984,0.10345067612650237,0.975609756097561,0.3125,0.8695652173913043,0.6440548780487805,0.45454545454545453,0.8695652173913043
Clin+Rad_GDice_Top50__LogisticRegression,0.6288690476190476,0.1289577224027183,0.5853658536585366,0.8125,0.7058823529411764,0.6989329268292683,0.5652173913043479,0.7058823529411764
RadOnly_AdaptiveRegional_Top10__GradientBoosting,0.6279761904761905,0.20589082176306106,0.7560975609756098,0.4375,0.7654320987654322,0.5967987804878049,0.42424242424242425,0.7654320987654322
Clin+Rad_Dice_Top20__MLP,0.625760582010582,0.14609141640436635,0.9512195121951219,0.375,0.8666666666666666,0.663109756097561,0.5,0.8666666666666666
Clin+Rad_BCEFocalTversky_Top10__RandomForest,0.6248677248677248,0.1353927573197248,0.926829268292683,0.3125,0.8444444444444446,0.6196646341463414,0.4166666666666667,0.8444444444444446
RadOnly_FocalTversky_Top50__ExtraTrees,0.6243386243386244,0.16616410329630713,0.6829268292682927,0.5625,0.736842105263158,0.6227134146341464,0.47368421052631576,0.736842105263158
Clin+Rad_GDice_Top20__LogisticRegression,0.6238425925925926,0.2155812277890501,0.6341463414634146,0.75,0.7323943661971831,0.6920731707317074,0.5581395348837209,0.7323943661971831
Clin+Rad_BCEFocalTversky_Top20__GradientBoosting,0.6233134920634921,0.2118559891258584,0.7560975609756098,0.5,0.7749999999999999,0.6280487804878049,0.47058823529411764,0.7749999999999999
RadOnly_AdaptiveRegional_Top50__RandomForest,0.6232804232804232,0.15692681513126505,0.6829268292682927,0.625,0.7466666666666667,0.6539634146341464,0.5128205128205128,0.7466666666666667
RadOnly_FocalTversky_Top20__RandomForest,0.6232804232804232,0.18719693366588272,0.9024390243902439,0.375,0.8409090909090909,0.6387195121951219,0.4615384615384615,0.8409090909090909
RadOnly_AdaptiveRegional_Top20__RandomForest,0.6228670634920636,0.16266783128192008,0.9024390243902439,0.375,0.8409090909090909,0.6387195121951219,0.4615384615384615,0.8409090909090909
Clin+Rad_GDice_Top50__kNN_k5,0.6228670634920636,0.13683102022519594,0.5609756097560976,0.6875,0.6666666666666667,0.6242378048780488,0.4888888888888889,0.6666666666666667
Clin+Rad_GDice_Top20__kNN_k5,0.622337962962963,0.06333842639798837,0.5609756097560976,0.625,0.6571428571428573,0.5929878048780488,0.45454545454545453,0.6571428571428573
RadOnly_Dice_Top20__DecisionTree,0.620436507936508,0.07221131960267996,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_GDice_Top50__SVM_Linear,0.6196759259259259,0.16540092932364323,0.7804878048780488,0.4375,0.7804878048780488,0.6089939024390244,0.4375,0.7804878048780488
Clin+Rad_BCEFocalTversky_Top20__kNN_k5,0.6196097883597884,0.1765648703625728,0.7804878048780488,0.5,0.7901234567901235,0.6402439024390244,0.48484848484848486,0.7901234567901235
Clin+Rad_AdaptiveRegional_Top20__SVM_RBF,0.6194444444444445,0.09026709338484401,1.0,0.3125,0.8817204301075269,0.65625,0.47619047619047616,0.8817204301075269
Clin+Rad_Tversky_Top20__RandomForest,0.6192460317460318,0.104543724224022,1.0,0.25,0.8723404255319149,0.625,0.4,0.8723404255319149
Clin+Rad_Focal_Top20__MLP,0.6191798941798942,0.11783361008295958,0.926829268292683,0.375,0.8539325842696629,0.6509146341463414,0.4800000000000001,0.8539325842696629
RadOnly_Dice_Top50__DecisionTree,0.6190476190476191,0.04393396605868576,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_Tversky_Top10__SVM_Linear,0.6187830687830689,0.18983652144380359,0.36585365853658536,0.875,0.5172413793103449,0.6204268292682926,0.4999999999999999,0.5172413793103449
RadOnly_Dice_Top20__ExtraTrees,0.6186507936507937,0.15289059944726796,0.4878048780487805,0.75,0.6153846153846153,0.6189024390243902,0.48979591836734687,0.6153846153846153
Clin+Rad_Tversky_Top20__GradientBoosting,0.6182539682539683,0.24877376265117485,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
Clin+Rad_GDice_Top10__kNN_k5,0.6173611111111112,0.08247240466279736,0.8048780487804879,0.375,0.7857142857142858,0.5899390243902439,0.39999999999999997,0.7857142857142858
Clin+Rad_Focal_Top10__kNN_k5,0.6170965608465608,0.15769213888014538,0.5853658536585366,0.5625,0.6666666666666666,0.5739329268292683,0.4285714285714286,0.6666666666666666
Clin+Rad_BCEDice_Top10__MLP,0.6159722222222221,0.21937850626792424,0.975609756097561,0.4375,0.888888888888889,0.7065548780487805,0.5833333333333334,0.888888888888889
RadOnly_Dice_Top50__GradientBoosting,0.615707671957672,0.12236345241074499,0.8292682926829268,0.4375,0.8095238095238095,0.6333841463414633,0.4666666666666667,0.8095238095238095
RadOnly_BCEFocalTversky_Top10__ExtraTrees,0.6155753968253969,0.2255329310447561,0.8536585365853658,0.375,0.8139534883720929,0.6143292682926829,0.42857142857142855,0.8139534883720929
Clin+Rad_Tversky_Top20__DecisionTree,0.6154761904761905,0.19304811238689987,0.6829268292682927,0.5,0.7272727272727273,0.5914634146341464,0.4324324324324324,0.7272727272727273
RadOnly_FocalTversky_Top50__GradientBoosting,0.6149140211640212,0.11012699178488403,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
Clin+Rad_GDice_Top50__ExtraTrees,0.613723544973545,0.1620579702491809,0.3170731707317073,1.0,0.48148148148148145,0.6585365853658537,0.5333333333333333,0.48148148148148145
Clin+Rad_GDice_Top10__DecisionTree,0.6136904761904762,0.06501036799300584,0.6829268292682927,0.5625,0.736842105263158,0.6227134146341464,0.47368421052631576,0.736842105263158
Clin+Rad_BCEDice_Top50__MLP,0.6136243386243386,0.0872719205645987,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_BCEDice_Top20__GradientBoosting,0.6126653439153439,0.1533823986214882,0.4146341463414634,0.875,0.5666666666666667,0.6448170731707317,0.5185185185185185,0.5666666666666667
Clin+Rad_BCEDice_Top50__GradientBoosting,0.6125992063492064,0.12183169804292382,0.8780487804878049,0.375,0.8275862068965518,0.6265243902439024,0.4444444444444444,0.8275862068965518
RadOnly_FocalTversky_Top20__kNN_k5,0.6123015873015872,0.1615795831879752,0.7560975609756098,0.4375,0.7654320987654322,0.5967987804878049,0.42424242424242425,0.7654320987654322
Clin+Rad_FocalTversky_Top10__GradientBoosting,0.6111111111111112,0.2110014334981438,0.8536585365853658,0.4375,0.8235294117647058,0.6455792682926829,0.4827586206896552,0.8235294117647058
Clin+Rad_BCEDice_Top20__MLP,0.6104828042328043,0.09120010659327535,0.7317073170731707,0.5625,0.7692307692307694,0.6471036585365854,0.5,0.7692307692307694
Clin+Rad_GDice_Top50__DecisionTree,0.6099206349206348,0.10970158966719765,0.6585365853658537,0.5625,0.72,0.6105182926829269,0.46153846153846156,0.72
Clin+Rad_GDice_Top50__GradientBoosting,0.6090608465608465,0.23136036135872562,0.7073170731707317,0.5625,0.7532467532467532,0.6349085365853658,0.4864864864864864,0.7532467532467532
RadOnly_Tversky_Top50__MLP,0.6084656084656085,0.0930337186653955,0.5609756097560976,0.75,0.6764705882352942,0.6554878048780488,0.5217391304347827,0.6764705882352942
RadOnly_BCEDice_Top50__GradientBoosting,0.6082010582010582,0.13338594431083708,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
Clin+Rad_BCEFocalTversky_Top10__DecisionTree,0.6081349206349207,0.21511999557654,0.7073170731707317,0.5,0.7435897435897435,0.6036585365853658,0.4444444444444445,0.7435897435897435
RadOnly_AdaptiveRegional_Top50__GradientBoosting,0.6078042328042328,0.1658922125883999,0.6585365853658537,0.5625,0.72,0.6105182926829269,0.46153846153846156,0.72
Clin+Rad_Tversky_Top50__SVM_RBF,0.607771164021164,0.060476322114684955,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
RadOnly_BCEFocalTversky_Top50__RandomForest,0.6057539682539683,0.12075756088527104,0.6341463414634146,0.6875,0.7222222222222222,0.6608231707317074,0.5238095238095238,0.7222222222222222
Clin+Rad_AdaptiveRegional_Top50__RandomForest,0.6049272486772487,0.2166749740801973,0.4146341463414634,0.875,0.5666666666666667,0.6448170731707317,0.5185185185185185,0.5666666666666667
Clin+Rad_GDice_Top20__MLP,0.6048280423280423,0.14735414113737308,0.8780487804878049,0.375,0.8275862068965518,0.6265243902439024,0.4444444444444444,0.8275862068965518
Clin+Rad_FocalTversky_Top50__SVM_RBF,0.6045634920634921,0.11757287614213405,0.6829268292682927,0.5,0.7272727272727273,0.5914634146341464,0.4324324324324324,0.7272727272727273
RadOnly_BCEFocalTversky_Top20__ExtraTrees,0.6043981481481482,0.18427496210773714,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_FocalTversky_Top10__GradientBoosting,0.6038690476190476,0.17522762164611805,0.4878048780487805,0.8125,0.625,0.6501524390243902,0.52,0.625
RadOnly_Dice_Top50__kNN_k5,0.6036044973544973,0.1509872110083402,0.5121951219512195,0.625,0.6176470588235294,0.5685975609756098,0.43478260869565216,0.6176470588235294
Clin+Rad_Tversky_Top50__MLP,0.6031415343915343,0.0360980871720826,0.7560975609756098,0.5,0.7749999999999999,0.6280487804878049,0.47058823529411764,0.7749999999999999
Clin+Rad_BCEFocalTversky_Top50__RandomForest,0.601653439153439,0.1201418698666195,0.8048780487804879,0.5,0.8048780487804877,0.6524390243902439,0.5,0.8048780487804877
RadOnly_BCEDice_Top20__XGBoost,0.6005952380952382,0.20362750241057628,0.8048780487804879,0.5,0.8048780487804877,0.6524390243902439,0.5,0.8048780487804877
RadOnly_AdaptiveRegional_Top10__kNN_k5,0.5999669312169311,0.13365744324323556,0.8048780487804879,0.3125,0.7764705882352942,0.5586890243902439,0.3448275862068966,0.7764705882352942
Clin+Rad_FocalTversky_Top10__DecisionTree,0.5998015873015874,0.09331220741363987,0.7073170731707317,0.5,0.7435897435897435,0.6036585365853658,0.4444444444444445,0.7435897435897435
Clin+Rad_BCEDice_Top10__GradientBoosting,0.5997354497354498,0.19176993029993145,0.8292682926829268,0.4375,0.8095238095238095,0.6333841463414633,0.4666666666666667,0.8095238095238095
RadOnly_FocalTversky_Top10__SVM_RBF,0.5983796296296295,0.12271138783778565,0.5609756097560976,0.6875,0.6666666666666667,0.6242378048780488,0.4888888888888889,0.6666666666666667
RadOnly_BCEFocalTversky_Top50__GradientBoosting,0.5970238095238095,0.2500995014889049,0.4634146341463415,0.75,0.59375,0.6067073170731707,0.48,0.59375
Clin+Rad_BCEFocalTversky_Top20__RandomForest,0.5968915343915344,0.14913427233918103,0.7560975609756098,0.5,0.7749999999999999,0.6280487804878049,0.47058823529411764,0.7749999999999999
RadOnly_Tversky_Top20__DecisionTree,0.5968253968253968,0.11993977870791195,0.7560975609756098,0.375,0.7560975609756099,0.5655487804878049,0.375,0.7560975609756099
RadOnly_FocalTversky_Top50__kNN_k5,0.5963789682539683,0.14930700574099293,0.6341463414634146,0.5625,0.7027027027027027,0.5983231707317074,0.45,0.7027027027027027
Clin+Rad_GDice_Top50__SVM_RBF,0.5962632275132275,0.11585842467503679,0.8780487804878049,0.3125,0.8181818181818182,0.5952743902439024,0.38461538461538464,0.8181818181818182
RadOnly_BCEFocalTversky_Top10__GradientBoosting,0.5956018518518518,0.20231481481481484,0.3902439024390244,0.75,0.5245901639344263,0.5701219512195121,0.4528301886792453,0.5245901639344263
RadOnly_Dice_Top20__RandomForest,0.5945105820105819,0.1625483779330581,0.9024390243902439,0.25,0.8222222222222222,0.5762195121951219,0.3333333333333333,0.8222222222222222
RadOnly_BCEDice_Top10__ExtraTrees,0.5933862433862434,0.16383472613677538,1.0,0.1875,0.8631578947368421,0.59375,0.3157894736842105,0.8631578947368421
Clin+Rad_BCEDice_Top20__RandomForest,0.592989417989418,0.16696957440896135,0.926829268292683,0.3125,0.8444444444444446,0.6196646341463414,0.4166666666666667,0.8444444444444446
Clin+Rad_BCEFocalTversky_Top50__kNN_k5,0.5925760582010582,0.15376813804029119,1.0,0.125,0.8541666666666666,0.5625,0.2222222222222222,0.8541666666666666
RadOnly_GDice_Top20__MLP,0.5916005291005291,0.14256258825787602,0.2926829268292683,0.875,0.4363636363636364,0.5838414634146342,0.47457627118644063,0.4363636363636364
Clin+Rad_Tversky_Top50__RandomForest,0.5910714285714286,0.1280160206259789,1.0,0.25,0.8723404255319149,0.625,0.4,0.8723404255319149
RadOnly_Dice_Top50__MLP,0.5910383597883597,0.05306520736554453,0.17073170731707318,1.0,0.2916666666666667,0.5853658536585366,0.48484848484848486,0.2916666666666667
Clin+Rad_FocalTversky_Top50__SVM_Linear,0.5904761904761904,0.22416104332245476,0.9024390243902439,0.375,0.8409090909090909,0.6387195121951219,0.4615384615384615,0.8409090909090909
RadOnly_BCEDice_Top20__SVM_RBF,0.5899801587301587,0.11556223952629853,0.3902439024390244,0.75,0.5245901639344263,0.5701219512195121,0.4528301886792453,0.5245901639344263
Clin+Rad_Dice_Top20__DecisionTree,0.5898809523809524,0.18666575558572607,0.6829268292682927,0.5,0.7272727272727273,0.5914634146341464,0.4324324324324324,0.7272727272727273
RadOnly_AdaptiveRegional_Top20__SVM_Linear,0.5896164021164021,0.112057415236609,0.7804878048780488,0.5,0.7901234567901235,0.6402439024390244,0.48484848484848486,0.7901234567901235
Clin+Rad_Tversky_Top50__GradientBoosting,0.5889550264550264,0.1849426794620401,0.6097560975609756,0.5625,0.684931506849315,0.5861280487804879,0.43902439024390244,0.684931506849315
RadOnly_Dice_Top10__DecisionTree,0.5880952380952381,0.15770302595084829,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_Dice_Top20__kNN_k5,0.5880291005291005,0.13245001666553327,0.17073170731707318,0.9375,0.28571428571428575,0.5541158536585366,0.46153846153846156,0.28571428571428575
RadOnly_FocalTversky_Top10__MLP,0.5875992063492064,0.18079512712442639,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_BCEFocalTversky_Top50__MLP,0.5870039682539683,0.044776695321791425,0.8780487804878049,0.3125,0.8181818181818182,0.5952743902439024,0.38461538461538464,0.8181818181818182
RadOnly_Tversky_Top10__ExtraTrees,0.5867063492063492,0.17437936593905287,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_BCEFocalTversky_Top10__SVM_Linear,0.5856481481481481,0.24098100546130455,0.5121951219512195,0.8125,0.6461538461538462,0.6623475609756098,0.5306122448979591,0.6461538461538462
RadOnly_AdaptiveRegional_Top10__XGBoost,0.5852678571428572,0.09392703952251634,0.9024390243902439,0.3125,0.8314606741573034,0.6074695121951219,0.39999999999999997,0.8314606741573034
RadOnly_Dice_Top10__MLP,0.5851190476190476,0.07755474988048733,0.3902439024390244,0.8125,0.5333333333333333,0.6013719512195121,0.4814814814814815,0.5333333333333333
Clin+Rad_Focal_Top20__kNN_k5,0.5846230158730158,0.11833433803454975,0.6097560975609756,0.5625,0.684931506849315,0.5861280487804879,0.43902439024390244,0.684931506849315
RadOnly_Dice_Top50__SVM_RBF,0.5838293650793651,0.10063945053897654,0.7804878048780488,0.3125,0.761904761904762,0.5464939024390244,0.3333333333333333,0.761904761904762
RadOnly_FocalTversky_Top20__DecisionTree,0.5829365079365079,0.09379193023857949,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_BCEDice_Top10__DecisionTree,0.5825396825396825,0.18246030019953385,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
RadOnly_Tversky_Top20__LogisticRegression,0.5807539682539682,0.1369070623225179,0.8048780487804879,0.4375,0.7951807228915663,0.6211890243902439,0.45161290322580644,0.7951807228915663
RadOnly_Tversky_Top20__MLP,0.5777116402116402,0.07789590335126312,0.5365853658536586,0.6875,0.6470588235294118,0.6120426829268293,0.47826086956521735,0.6470588235294118
RadOnly_BCEFocalTversky_Top50__SVM_RBF,0.5771825396825397,0.08042056090500825,0.3170731707317073,0.9375,0.4727272727272727,0.6272865853658537,0.5084745762711865,0.4727272727272727
Clin+Rad_GDice_Top50__MLP,0.5769179894179894,0.08661536862617705,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_Dice_Top10__SVM_RBF,0.5768518518518518,0.09735881057848082,0.2926829268292683,0.875,0.4363636363636364,0.5838414634146342,0.47457627118644063,0.4363636363636364
Clin+Rad_BCEDice_Top20__GradientBoosting,0.576388888888889,0.2110928354662592,0.8780487804878049,0.375,0.8275862068965518,0.6265243902439024,0.4444444444444444,0.8275862068965518
RadOnly_BCEDice_Top20__ExtraTrees,0.5739748677248677,0.1632514287274432,0.9024390243902439,0.25,0.8222222222222222,0.5762195121951219,0.3333333333333333,0.8222222222222222
RadOnly_GDice_Top50__MLP,0.5737103174603175,0.23469706288164502,0.975609756097561,0.125,0.8421052631578947,0.5503048780487805,0.21052631578947367,0.8421052631578947
RadOnly_BCEFocalTversky_Top20__RandomForest,0.5733796296296296,0.1823739158950715,0.6097560975609756,0.5625,0.684931506849315,0.5861280487804879,0.43902439024390244,0.684931506849315
RadOnly_GDice_Top50__GradientBoosting,0.5732142857142857,0.1482614244751559,0.24390243902439024,0.875,0.37735849056603776,0.5594512195121951,0.459016393442623,0.37735849056603776
RadOnly_Tversky_Top50__kNN_k5,0.5717261904761906,0.23149405672569592,0.7317073170731707,0.375,0.7407407407407408,0.5533536585365854,0.3636363636363636,0.7407407407407408
Clin+Rad_Dice_Top50__RandomForest,0.5714947089947089,0.05652514327922862,0.7560975609756098,0.5,0.7749999999999999,0.6280487804878049,0.47058823529411764,0.7749999999999999
Clin+Rad_Dice_Top50__MLP,0.5707010582010582,0.08080873931796094,0.7317073170731707,0.4375,0.7499999999999999,0.5846036585365854,0.411764705882353,0.7499999999999999
RadOnly_Tversky_Top50__LogisticRegression,0.5705357142857143,0.22105178231263561,0.7073170731707317,0.5625,0.7532467532467532,0.6349085365853658,0.4864864864864864,0.7532467532467532
Clin+Rad_Dice_Top50__DecisionTree,0.5696428571428571,0.14792115783159746,0.6341463414634146,0.5,0.6933333333333332,0.5670731707317074,0.41025641025641024,0.6933333333333332
Clin+Rad_GDice_Top10__RandomForest,0.5695767195767196,0.23686286368900328,0.34146341463414637,0.875,0.4912280701754386,0.6082317073170732,0.4912280701754386,0.4912280701754386
Clin+Rad_FocalTversky_Top20__DecisionTree,0.5682539682539682,0.1184814579716758,0.7073170731707317,0.4375,0.7341772151898733,0.5724085365853658,0.39999999999999997,0.7341772151898733
RadOnly_FocalTversky_Top50__MLP,0.5681547619047619,0.10062654094850058,0.5365853658536586,0.75,0.6567164179104478,0.6432926829268293,0.5106382978723403,0.6567164179104478
RadOnly_BCEFocalTversky_Top10__RandomForest,0.5680555555555555,0.23225611129649076,0.8536585365853658,0.375,0.8139534883720929,0.6143292682926829,0.42857142857142855,0.8139534883720929
Clin+Rad_Focal_Top10__RandomForest,0.5679232804232804,0.2271730183690579,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
Clin+Rad_BCEDice_Top20__kNN_k5,0.5674603174603174,0.05618969150200908,0.8292682926829268,0.375,0.7999999999999999,0.6021341463414633,0.41379310344827586,0.7999999999999999
Clin+Rad_Focal_Top50__DecisionTree,0.5672619047619047,0.19228473417624328,0.7073170731707317,0.4375,0.7341772151898733,0.5724085365853658,0.39999999999999997,0.7341772151898733
RadOnly_BCEFocalTversky_Top20__MLP,0.5665343915343914,0.09424229547963926,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_Tversky_Top10__GradientBoosting,0.5664517195767196,0.18708434525616754,0.8048780487804879,0.4375,0.7951807228915663,0.6211890243902439,0.45161290322580644,0.7951807228915663
RadOnly_GDice_Top10__ExtraTrees,0.5661375661375662,0.18809458695070322,0.2926829268292683,0.875,0.4363636363636364,0.5838414634146342,0.47457627118644063,0.4363636363636364
RadOnly_AdaptiveRegional_Top50__LogisticRegression,0.5656746031746032,0.14736654885981454,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
RadOnly_GDice_Top50__SVM_RBF,0.5654761904761905,0.14386767806963066,0.3902439024390244,0.8125,0.5333333333333333,0.6013719512195121,0.4814814814814815,0.5333333333333333
RadOnly_BCEDice_Top50__SVM_RBF,0.5651785714285714,0.1310213562935015,0.8536585365853658,0.3125,0.8045977011494252,0.5830792682926829,0.3703703703703703,0.8045977011494252
