Scenario_Model,AUC_mean,AUC_std,Sensitivity,Specificity,F1,BalancedAcc,Class0_F1,Class1_F1
ClinicalOnly__LogisticRegression,0.8081349206349208,0.10323868583755003,0.7804878048780488,0.8125,0.8421052631578947,0.7964939024390244,0.6842105263157896,0.8421052631578947
Clin+Rad_BCEDice_Top10__XGBoost,0.7876984126984127,0.19106225974803395,0.8780487804878049,0.625,0.8674698795180722,0.7515243902439024,0.6451612903225806,0.8674698795180722
Clin+Rad_GDice_Top10__XGBoost,0.787665343915344,0.17358787952400215,0.8048780487804879,0.6875,0.8354430379746836,0.7461890243902439,0.6285714285714286,0.8354430379746836
Clin+Rad_Tversky_Top10__XGBoost,0.7871693121693122,0.1585318426030481,0.8048780487804879,0.75,0.8461538461538461,0.7774390243902439,0.6666666666666665,0.8461538461538461
ClinicalOnly__SVM_Linear,0.7859126984126985,0.12826487066658254,0.8780487804878049,0.6875,0.8780487804878049,0.7827743902439024,0.6875,0.8780487804878049
Clin+Rad_Dice_Top10__SVM_Linear,0.7833994708994709,0.0982542496142399,0.8292682926829268,0.6875,0.8500000000000001,0.7583841463414633,0.6470588235294118,0.8500000000000001
Clin+Rad_AdaptiveRegional_Top20__SVM_Linear,0.7825396825396825,0.1441170194443557,0.7317073170731707,0.75,0.8,0.7408536585365854,0.6153846153846153,0.8
Clin+Rad_BCEFocalTversky_Top20__SVM_Linear,0.779431216931217,0.17318573486241054,0.7804878048780488,0.6875,0.8205128205128206,0.7339939024390244,0.6111111111111112,0.8205128205128206
Clin+Rad_Dice_Top20__SVM_Linear,0.7786706349206349,0.1720537862239406,0.8292682926829268,0.625,0.8395061728395061,0.7271341463414633,0.6060606060606061,0.8395061728395061
ClinicalOnly__SVM_RBF,0.7774801587301587,0.14154336926973218,0.9512195121951219,0.625,0.9069767441860465,0.788109756097561,0.7142857142857143,0.9069767441860465
Clin+Rad_Tversky_Top10__LogisticRegression,0.771626984126984,0.13560517288279395,0.8536585365853658,0.625,0.8536585365853658,0.7393292682926829,0.625,0.8536585365853658
ClinicalOnly__kNN_k5,0.7692460317460318,0.21476614280359507,0.7317073170731707,0.8125,0.8108108108108109,0.7721036585365854,0.65,0.8108108108108109
Clin+Rad_BCEFocalTversky_Top10__SVM_Linear,0.7691468253968254,0.11559800344340201,0.8780487804878049,0.5625,0.8571428571428572,0.7202743902439024,0.6000000000000001,0.8571428571428572
Clin+Rad_AdaptiveRegional_Top10__XGBoost,0.768915343915344,0.15731601099209475,0.8048780487804879,0.6875,0.8354430379746836,0.7461890243902439,0.6285714285714286,0.8354430379746836
Clin+Rad_FocalTversky_Top10__XGBoost,0.7686507936507937,0.14188158967085315,0.8292682926829268,0.6875,0.8500000000000001,0.7583841463414633,0.6470588235294118,0.8500000000000001
Clin+Rad_BCEDice_Top20__XGBoost,0.7654761904761905,0.17752071834627323,0.8536585365853658,0.625,0.8536585365853658,0.7393292682926829,0.625,0.8536585365853658
Clin+Rad_FocalTversky_Top10__LogisticRegression,0.7637896825396826,0.13072235087540515,0.7073170731707317,0.6875,0.7733333333333334,0.6974085365853658,0.5641025641025642,0.7733333333333334
ClinicalOnly__XGBoost,0.7612433862433863,0.1478537797313481,0.8536585365853658,0.6875,0.8641975308641976,0.7705792682926829,0.6666666666666667,0.8641975308641976
Clin+Rad_Tversky_Top10__SVM_Linear,0.7609126984126985,0.13661690464366674,0.9024390243902439,0.625,0.8809523809523809,0.7637195121951219,0.6666666666666666,0.8809523809523809
ClinicalOnly__MLP,0.7601190476190476,0.19660525963949652,0.9512195121951219,0.625,0.9069767441860465,0.788109756097561,0.7142857142857143,0.9069767441860465
Clin+Rad_AdaptiveRegional_Top10__LogisticRegression,0.7575396825396826,0.1304849763388053,0.8536585365853658,0.5,0.8333333333333333,0.6768292682926829,0.5333333333333333,0.8333333333333333
Clin+Rad_GDice_Top20__XGBoost,0.756712962962963,0.21112380160037567,0.7804878048780488,0.6875,0.8205128205128206,0.7339939024390244,0.6111111111111112,0.8205128205128206
Clin+Rad_FocalTversky_Top20__XGBoost,0.7552579365079366,0.1462166972761944,0.8292682926829268,0.6875,0.8500000000000001,0.7583841463414633,0.6470588235294118,0.8500000000000001
Clin+Rad_Dice_Top10__LogisticRegression,0.754265873015873,0.13510127380011527,0.7317073170731707,0.6875,0.7894736842105263,0.7096036585365854,0.5789473684210527,0.7894736842105263
ClinicalOnly__RandomForest,0.7529761904761905,0.1714657697736829,0.926829268292683,0.5625,0.8837209302325582,0.7446646341463414,0.6428571428571429,0.8837209302325582
Clin+Rad_Tversky_Top50__XGBoost,0.7515211640211639,0.15224195416779682,0.7560975609756098,0.75,0.8157894736842105,0.7530487804878049,0.631578947368421,0.8157894736842105
Clin+Rad_Dice_Top10__GradientBoosting,0.7478505291005291,0.15136467407312462,0.9024390243902439,0.4375,0.8505747126436782,0.6699695121951219,0.5185185185185185,0.8505747126436782
Clin+Rad_Dice_Top10__SVM_RBF,0.7466931216931216,0.10240179982706228,1.0,0.375,0.891304347826087,0.6875,0.5454545454545454,0.891304347826087
Clin+Rad_AdaptiveRegional_Top10__SVM_Linear,0.7452380952380951,0.13248026422136722,0.6829268292682927,0.6875,0.7567567567567567,0.6852134146341464,0.5499999999999999,0.7567567567567567
Clin+Rad_AdaptiveRegional_Top20__LogisticRegression,0.7445767195767196,0.12807102087888142,0.7073170731707317,0.6875,0.7733333333333334,0.6974085365853658,0.5641025641025642,0.7733333333333334
Clin+Rad_FocalTversky_Top20__LogisticRegression,0.7439484126984126,0.15849821843848386,0.8780487804878049,0.5,0.8470588235294119,0.6890243902439024,0.5517241379310345,0.8470588235294119
Clin+Rad_Dice_Top20__XGBoost,0.7414021164021165,0.18760139518326283,0.7804878048780488,0.6875,0.8205128205128206,0.7339939024390244,0.6111111111111112,0.8205128205128206
Clin+Rad_Dice_Top10__XGBoost,0.7414021164021165,0.18760139518326283,0.8048780487804879,0.6875,0.8354430379746836,0.7461890243902439,0.6285714285714286,0.8354430379746836
Clin+Rad_Tversky_Top20__XGBoost,0.740707671957672,0.1494773521339785,0.7560975609756098,0.75,0.8157894736842105,0.7530487804878049,0.631578947368421,0.8157894736842105
Clin+Rad_AdaptiveRegional_Top10__ExtraTrees,0.7404431216931217,0.10296136473933197,0.4146341463414634,1.0,0.5862068965517241,0.7073170731707317,0.5714285714285715,0.5862068965517241
Clin+Rad_Tversky_Top20__SVM_Linear,0.7402777777777778,0.16501496378087938,0.8048780487804879,0.625,0.8250000000000001,0.7149390243902439,0.5882352941176471,0.8250000000000001
Clin+Rad_BCEFocalTversky_Top10__LogisticRegression,0.7401124338624339,0.17316402498338074,0.7317073170731707,0.625,0.7792207792207793,0.6783536585365854,0.5405405405405405,0.7792207792207793
Clin+Rad_AdaptiveRegional_Top20__XGBoost,0.7386243386243386,0.16368447693565183,0.7804878048780488,0.75,0.8311688311688312,0.7652439024390244,0.6486486486486486,0.8311688311688312
Clin+Rad_FocalTversky_Top50__XGBoost,0.7355489417989418,0.13332222792732504,0.8048780487804879,0.6875,0.8354430379746836,0.7461890243902439,0.6285714285714286,0.8354430379746836
Clin+Rad_FocalTversky_Top10__SVM_Linear,0.7352182539682539,0.15303150956626876,0.9024390243902439,0.5625,0.8705882352941177,0.7324695121951219,0.6206896551724138,0.8705882352941177
Clin+Rad_AdaptiveRegional_Top50__SVM_Linear,0.7311838624338625,0.13626731887707905,0.8292682926829268,0.5625,0.8292682926829268,0.6958841463414633,0.5625,0.8292682926829268
Clin+Rad_Tversky_Top20__LogisticRegression,0.7293981481481481,0.15691029891859087,0.7804878048780488,0.625,0.810126582278481,0.7027439024390244,0.5714285714285714,0.810126582278481
Clin+Rad_AdaptiveRegional_Top20__ExtraTrees,0.7293320105820106,0.09717080579004375,0.4146341463414634,0.9375,0.576271186440678,0.6760670731707317,0.5454545454545454,0.576271186440678
Clin+Rad_Dice_Top50__SVM_Linear,0.7291997354497355,0.08833119507736507,0.9024390243902439,0.5,0.8604651162790697,0.7012195121951219,0.5714285714285715,0.8604651162790697
Clin+Rad_Focal_Top20__SVM_Linear,0.7291335978835979,0.1294866632798843,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
Clin+Rad_BCEFocalTversky_Top20__LogisticRegression,0.7275132275132276,0.1388951875618877,0.4146341463414634,0.9375,0.576271186440678,0.6760670731707317,0.5454545454545454,0.576271186440678
Clin+Rad_BCEDice_Top10__SVM_Linear,0.726686507936508,0.14196910383047723,0.9024390243902439,0.5625,0.8705882352941177,0.7324695121951219,0.6206896551724138,0.8705882352941177
Clin+Rad_FocalTversky_Top10__ExtraTrees,0.7262070105820106,0.0997942292808999,0.36585365853658536,0.9375,0.5263157894736842,0.6516768292682926,0.5263157894736842,0.5263157894736842
Clin+Rad_Dice_Top20__ExtraTrees,0.7253968253968254,0.1458062009097485,0.36585365853658536,0.9375,0.5263157894736842,0.6516768292682926,0.5263157894736842,0.5263157894736842
Clin+Rad_Dice_Top20__LogisticRegression,0.7236111111111112,0.17548433857874543,0.975609756097561,0.4375,0.888888888888889,0.7065548780487805,0.5833333333333334,0.888888888888889
Clin+Rad_Tversky_Top10__SVM_RBF,0.7228505291005292,0.1260053597394634,0.8780487804878049,0.5,0.8470588235294119,0.6890243902439024,0.5517241379310345,0.8470588235294119
Clin+Rad_GDice_Top10__SVM_Linear,0.7223214285714287,0.14549767006885317,0.7560975609756098,0.625,0.7948717948717948,0.6905487804878049,0.5555555555555556,0.7948717948717948
Clin+Rad_AdaptiveRegional_Top50__LogisticRegression,0.7203703703703704,0.14911720103109183,0.9512195121951219,0.4375,0.8764044943820225,0.694359756097561,0.56,0.8764044943820225
Clin+Rad_GDice_Top10__MLP,0.7200066137566138,0.14241353142023014,0.7804878048780488,0.625,0.810126582278481,0.7027439024390244,0.5714285714285714,0.810126582278481
Clin+Rad_Focal_Top50__LogisticRegression,0.71984126984127,0.10425563094395573,1.0,0.375,0.891304347826087,0.6875,0.5454545454545454,0.891304347826087
Clin+Rad_Focal_Top10__SVM_RBF,0.7196097883597884,0.09795509418764432,0.9512195121951219,0.375,0.8666666666666666,0.663109756097561,0.5,0.8666666666666666
Clin+Rad_AdaptiveRegional_Top20__kNN_k5,0.7185019841269841,0.057122960739207154,0.8536585365853658,0.5625,0.8433734939759037,0.7080792682926829,0.5806451612903225,0.8433734939759037
Clin+Rad_FocalTversky_Top10__SVM_RBF,0.7184854497354498,0.13207423566880575,0.9024390243902439,0.4375,0.8505747126436782,0.6699695121951219,0.5185185185185185,0.8505747126436782
Clin+Rad_BCEDice_Top50__XGBoost,0.7184854497354497,0.20446767385928064,0.7560975609756098,0.6875,0.8051948051948052,0.7217987804878049,0.5945945945945946,0.8051948051948052
Clin+Rad_BCEFocalTversky_Top50__LogisticRegression,0.7182539682539683,0.16243687845122354,0.9512195121951219,0.4375,0.8764044943820225,0.694359756097561,0.56,0.8764044943820225
ClinicalOnly__GradientBoosting,0.7167328042328042,0.24748740876398265,0.8292682926829268,0.6875,0.8500000000000001,0.7583841463414633,0.6470588235294118,0.8500000000000001
ClinicalOnly__ExtraTrees,0.7145833333333333,0.1686856873333097,0.975609756097561,0.5625,0.9090909090909092,0.7690548780487805,0.6923076923076923,0.9090909090909092
Clin+Rad_AdaptiveRegional_Top50__kNN_k5,0.7130291005291005,0.153162151900469,0.5609756097560976,0.75,0.6764705882352942,0.6554878048780488,0.5217391304347827,0.6764705882352942
Clin+Rad_Focal_Top10__LogisticRegression,0.7126984126984126,0.11486296018330303,0.975609756097561,0.375,0.8791208791208791,0.6753048780487805,0.5217391304347825,0.8791208791208791
Clin+Rad_Dice_Top50__XGBoost,0.7103835978835978,0.15998025155622506,0.7560975609756098,0.75,0.8157894736842105,0.7530487804878049,0.631578947368421,0.8157894736842105
Clin+Rad_Tversky_Top50__LogisticRegression,0.7103505291005291,0.10175885175543606,0.926829268292683,0.4375,0.8636363636363636,0.6821646341463414,0.5384615384615384,0.8636363636363636
Clin+Rad_BCEDice_Top20__LogisticRegression,0.7100859788359789,0.1259238938467049,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
Clin+Rad_FocalTversky_Top20__ExtraTrees,0.7090608465608466,0.13685113843878208,0.9512195121951219,0.3125,0.8571428571428571,0.631859756097561,0.43478260869565216,0.8571428571428571
Clin+Rad_GDice_Top10__SVM_RBF,0.7084986772486772,0.10015474802510481,0.926829268292683,0.4375,0.8636363636363636,0.6821646341463414,0.5384615384615384,0.8636363636363636
Clin+Rad_Dice_Top10__ExtraTrees,0.7079034391534391,0.14178788245093915,0.975609756097561,0.3125,0.8695652173913043,0.6440548780487805,0.45454545454545453,0.8695652173913043
Clin+Rad_AdaptiveRegional_Top50__MLP,0.7078042328042328,0.0933626332250695,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
RadOnly_Dice_Top10__GradientBoosting,0.7071097883597884,0.21068016584892602,0.8292682926829268,0.5625,0.8292682926829268,0.6958841463414633,0.5625,0.8292682926829268
Clin+Rad_FocalTversky_Top50__ExtraTrees,0.7069444444444445,0.1687600019898226,0.5853658536585366,0.6875,0.6857142857142856,0.6364329268292683,0.5,0.6857142857142856
Clin+Rad_Tversky_Top50__SVM_Linear,0.7068783068783069,0.11091756890171582,0.8292682926829268,0.5625,0.8292682926829268,0.6958841463414633,0.5625,0.8292682926829268
Clin+Rad_Focal_Top10__SVM_Linear,0.7065806878306878,0.1073109066517982,0.8536585365853658,0.5625,0.8433734939759037,0.7080792682926829,0.5806451612903225,0.8433734939759037
Clin+Rad_BCEFocalTversky_Top20__XGBoost,0.7064814814814815,0.2046610500429037,0.7560975609756098,0.625,0.7948717948717948,0.6905487804878049,0.5555555555555556,0.7948717948717948
Clin+Rad_BCEFocalTversky_Top20__ExtraTrees,0.7058862433862434,0.17233546208438802,0.34146341463414637,0.9375,0.5,0.6394817073170732,0.5172413793103449,0.5
Clin+Rad_BCEDice_Top10__LogisticRegression,0.7052579365079364,0.1550936361242406,0.9512195121951219,0.4375,0.8764044943820225,0.694359756097561,0.56,0.8764044943820225
Clin+Rad_BCEFocalTversky_Top10__ExtraTrees,0.704728835978836,0.19190896087399992,0.9024390243902439,0.375,0.8409090909090909,0.6387195121951219,0.4615384615384615,0.8409090909090909
RadOnly_AdaptiveRegional_Top20__ExtraTrees,0.7044973544973544,0.11550535399054672,0.5853658536585366,0.75,0.6956521739130435,0.6676829268292683,0.5333333333333333,0.6956521739130435
Clin+Rad_BCEFocalTversky_Top50__SVM_Linear,0.7043981481481482,0.17043640527824475,0.8536585365853658,0.5,0.8333333333333333,0.6768292682926829,0.5333333333333333,0.8333333333333333
Clin+Rad_AdaptiveRegional_Top50__XGBoost,0.7043650793650793,0.1557861911870736,0.7804878048780488,0.6875,0.8205128205128206,0.7339939024390244,0.6111111111111112,0.8205128205128206
Clin+Rad_FocalTversky_Top20__SVM_Linear,0.7029761904761905,0.18477709191386557,0.7560975609756098,0.625,0.7948717948717948,0.6905487804878049,0.5555555555555556,0.7948717948717948
Clin+Rad_Focal_Top10__XGBoost,0.7027777777777778,0.19751543149590198,0.8048780487804879,0.6875,0.8354430379746836,0.7461890243902439,0.6285714285714286,0.8354430379746836
Clin+Rad_Tversky_Top20__ExtraTrees,0.7022817460317461,0.11546715586759802,0.8536585365853658,0.375,0.8139534883720929,0.6143292682926829,0.42857142857142855,0.8139534883720929
Clin+Rad_GDice_Top10__LogisticRegression,0.7020171957671958,0.15084674005118906,0.6341463414634146,0.75,0.7323943661971831,0.6920731707317074,0.5581395348837209,0.7323943661971831
RadOnly_AdaptiveRegional_Top10__ExtraTrees,0.6989748677248677,0.06179701794724152,0.5365853658536586,0.8125,0.6666666666666667,0.6745426829268293,0.5416666666666666,0.6666666666666667
RadOnly_Dice_Top10__RandomForest,0.6987929894179894,0.20811241383615964,0.8780487804878049,0.375,0.8275862068965518,0.6265243902439024,0.4444444444444444,0.8275862068965518
Clin+Rad_GDice_Top20__SVM_Linear,0.6982473544973545,0.15090536159628726,0.7560975609756098,0.6875,0.8051948051948052,0.7217987804878049,0.5945945945945946,0.8051948051948052
Clin+Rad_GDice_Top50__XGBoost,0.6954695767195768,0.20541066364563698,0.7560975609756098,0.75,0.8157894736842105,0.7530487804878049,0.631578947368421,0.8157894736842105
Clin+Rad_AdaptiveRegional_Top10__SVM_RBF,0.695271164021164,0.0936855607975489,1.0,0.375,0.891304347826087,0.6875,0.5454545454545454,0.891304347826087
Clin+Rad_BCEDice_Top10__ExtraTrees,0.6938161375661377,0.15927219511000212,0.8780487804878049,0.4375,0.8372093023255814,0.6577743902439024,0.5,0.8372093023255814
Clin+Rad_BCEFocalTversky_Top10__XGBoost,0.6916997354497354,0.19249257670696704,0.8292682926829268,0.625,0.8395061728395061,0.7271341463414633,0.6060606060606061,0.8395061728395061
Clin+Rad_AdaptiveRegional_Top10__DecisionTree,0.6912698412698413,0.16042056247784833,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
Clin+Rad_GDice_Top10__ExtraTrees,0.6910383597883598,0.15078522382004206,0.5609756097560976,0.75,0.6764705882352942,0.6554878048780488,0.5217391304347827,0.6764705882352942
Clin+Rad_Tversky_Top10__ExtraTrees,0.690410052910053,0.12529681174429677,0.9512195121951219,0.3125,0.8571428571428571,0.631859756097561,0.43478260869565216,0.8571428571428571
Clin+Rad_BCEFocalTversky_Top50__ExtraTrees,0.6895502645502646,0.1266002243601491,0.5609756097560976,0.6875,0.6666666666666667,0.6242378048780488,0.4888888888888889,0.6666666666666667
Clin+Rad_FocalTversky_Top10__RandomForest,0.6864914021164021,0.1573770485874311,0.8292682926829268,0.4375,0.8095238095238095,0.6333841463414633,0.4666666666666667,0.8095238095238095
RadOnly_AdaptiveRegional_Top50__kNN_k5,0.6862599206349207,0.17149489710280105,0.4878048780487805,0.75,0.6153846153846153,0.6189024390243902,0.48979591836734687,0.6153846153846153
RadOnly_AdaptiveRegional_Top50__ExtraTrees,0.6852347883597882,0.09640908087729799,0.4878048780487805,0.875,0.6349206349206349,0.6814024390243902,0.5490196078431373,0.6349206349206349
Clin+Rad_Focal_Top50__SVM_Linear,0.6851851851851852,0.11400551090089917,0.8292682926829268,0.4375,0.8095238095238095,0.6333841463414633,0.4666666666666667,0.8095238095238095
Clin+Rad_Dice_Top20__SVM_RBF,0.6847222222222223,0.10445330931646206,0.975609756097561,0.3125,0.8695652173913043,0.6440548780487805,0.45454545454545453,0.8695652173913043
Clin+Rad_Tversky_Top50__ExtraTrees,0.6846560846560846,0.14305015865281856,0.5853658536585366,0.625,0.676056338028169,0.6051829268292683,0.4651162790697674,0.676056338028169
Clin+Rad_Tversky_Top10__MLP,0.6826388888888889,0.17341099577820931,0.9512195121951219,0.5,0.8863636363636364,0.725609756097561,0.6153846153846154,0.8863636363636364
Clin+Rad_Focal_Top20__LogisticRegression,0.6817791005291005,0.14682836106927202,0.975609756097561,0.375,0.8791208791208791,0.6753048780487805,0.5217391304347825,0.8791208791208791
Clin+Rad_AdaptiveRegional_Top50__ExtraTrees,0.6817791005291005,0.15725322859119417,0.6097560975609756,0.75,0.7142857142857144,0.6798780487804879,0.5454545454545454,0.7142857142857144
Clin+Rad_BCEFocalTversky_Top10__SVM_RBF,0.6812830687830688,0.16115302536426118,0.9512195121951219,0.4375,0.8764044943820225,0.694359756097561,0.56,0.8764044943820225
RadOnly_AdaptiveRegional_Top20__MLP,0.6811507936507937,0.09090160359922736,0.7560975609756098,0.5625,0.7848101265822786,0.6592987804878049,0.5142857142857142,0.7848101265822786
Clin+Rad_Focal_Top50__MLP,0.6808201058201059,0.1188148812586639,0.9512195121951219,0.375,0.8666666666666666,0.663109756097561,0.5,0.8666666666666666
Clin+Rad_Focal_Top10__MLP,0.6805555555555556,0.13944333775567927,1.0,0.375,0.891304347826087,0.6875,0.5454545454545454,0.891304347826087
Clin+Rad_FocalTversky_Top20__SVM_RBF,0.6798611111111111,0.1101608672200191,1.0,0.375,0.891304347826087,0.6875,0.5454545454545454,0.891304347826087
Clin+Rad_GDice_Top20__SVM_RBF,0.6798611111111111,0.11016086722001905,0.9024390243902439,0.375,0.8409090909090909,0.6387195121951219,0.4615384615384615,0.8409090909090909
RadOnly_AdaptiveRegional_Top50__MLP,0.6796296296296296,0.15730933764144667,0.6097560975609756,0.75,0.7142857142857144,0.6798780487804879,0.5454545454545454,0.7142857142857144
Clin+Rad_BCEDice_Top20__SVM_Linear,0.6790674603174602,0.18314846292944695,0.8292682926829268,0.5625,0.8292682926829268,0.6958841463414633,0.5625,0.8292682926829268
Clin+Rad_AdaptiveRegional_Top10__kNN_k5,0.6788194444444445,0.05703329788729767,0.8536585365853658,0.5,0.8333333333333333,0.6768292682926829,0.5333333333333333,0.8333333333333333
Clin+Rad_BCEFocalTversky_Top10__kNN_k5,0.6783730158730159,0.16492905626481688,0.6097560975609756,0.6875,0.7042253521126761,0.6486280487804879,0.5116279069767441,0.7042253521126761
RadOnly_Dice_Top20__GradientBoosting,0.6780423280423281,0.1448822753677669,0.4146341463414634,0.875,0.5666666666666667,0.6448170731707317,0.5185185185185185,0.5666666666666667
Clin+Rad_BCEFocalTversky_Top20__MLP,0.6775793650793651,0.1770481768934519,0.7073170731707317,0.5625,0.7532467532467532,0.6349085365853658,0.4864864864864864,0.7532467532467532
Clin+Rad_Focal_Top50__ExtraTrees,0.6772156084656085,0.1805315821245603,0.4634146341463415,0.875,0.6129032258064516,0.6692073170731707,0.5384615384615385,0.6129032258064516
Clin+Rad_Tversky_Top20__SVM_RBF,0.6770833333333334,0.11279111853223679,0.9024390243902439,0.4375,0.8505747126436782,0.6699695121951219,0.5185185185185185,0.8505747126436782
Clin+Rad_Focal_Top20__XGBoost,0.6768518518518519,0.1857952912768001,0.7560975609756098,0.6875,0.8051948051948052,0.7217987804878049,0.5945945945945946,0.8051948051948052
Clin+Rad_Dice_Top10__RandomForest,0.6756283068783068,0.18432352208758,0.7317073170731707,0.5,0.7594936708860759,0.6158536585365854,0.45714285714285713,0.7594936708860759
Clin+Rad_Dice_Top50__ExtraTrees,0.6749669312169312,0.11566798544723948,0.34146341463414637,0.9375,0.5,0.6394817073170732,0.5172413793103449,0.5
Clin+Rad_AdaptiveRegional_Top20__MLP,0.6748346560846561,0.11517661083086136,0.9512195121951219,0.375,0.8666666666666666,0.663109756097561,0.5,0.8666666666666666
Clin+Rad_BCEFocalTversky_Top50__XGBoost,0.6736772486772485,0.20594758093178656,0.8048780487804879,0.5625,0.8148148148148149,0.6836890243902439,0.5454545454545455,0.8148148148148149
Clin+Rad_Tversky_Top10__kNN_k5,0.6731977513227514,0.1124321846669093,0.5609756097560976,0.75,0.6764705882352942,0.6554878048780488,0.5217391304347827,0.6764705882352942
Clin+Rad_BCEFocalTversky_Top10__MLP,0.6729497354497355,0.18938501013483622,0.9024390243902439,0.5,0.8604651162790697,0.7012195121951219,0.5714285714285715,0.8604651162790697
Clin+Rad_FocalTversky_Top20__kNN_k5,0.6722718253968255,0.069713834066431,0.5609756097560976,0.6875,0.6666666666666667,0.6242378048780488,0.4888888888888889,0.6666666666666667
Clin+Rad_Focal_Top20__ExtraTrees,0.6720238095238095,0.1301163790951913,0.43902439024390244,0.9375,0.6,0.6882621951219512,0.5555555555555556,0.6
Clin+Rad_Dice_Top20__GradientBoosting,0.6718584656084656,0.07626177609788012,0.7073170731707317,0.5,0.7435897435897435,0.6036585365853658,0.4444444444444445,0.7435897435897435
Clin+Rad_Dice_Top50__LogisticRegression,0.6707671957671958,0.1390779766012139,0.5365853658536586,0.875,0.676923076923077,0.7057926829268293,0.5714285714285714,0.676923076923077
Clin+Rad_BCEDice_Top20__ExtraTrees,0.6694775132275133,0.13333266080182282,0.3902439024390244,0.875,0.5423728813559323,0.6326219512195121,0.509090909090909,0.5423728813559323
RadOnly_FocalTversky_Top10__RandomForest,0.6690806878306879,0.23556655260046497,0.3902439024390244,0.875,0.5423728813559323,0.6326219512195121,0.509090909090909,0.5423728813559323
Clin+Rad_FocalTversky_Top50__kNN_k5,0.6681382275132275,0.11747710667435844,0.6097560975609756,0.6875,0.7042253521126761,0.6486280487804879,0.5116279069767441,0.7042253521126761
ClinicalOnly__GaussianNB,0.6672619047619048,0.32558163547802293,0.6829268292682927,0.6875,0.7567567567567567,0.6852134146341464,0.5499999999999999,0.7567567567567567
Clin+Rad_AdaptiveRegional_Top10__RandomForest,0.6665013227513228,0.161071249879868,0.5121951219512195,0.8125,0.6461538461538462,0.6623475609756098,0.5306122448979591,0.6461538461538462
Clin+Rad_BCEDice_Top10__SVM_RBF,0.6659391534391534,0.10666666994729988,0.9024390243902439,0.4375,0.8505747126436782,0.6699695121951219,0.5185185185185185,0.8505747126436782
Clin+Rad_BCEDice_Top10__RandomForest,0.6646494708994709,0.13528125113562908,0.926829268292683,0.375,0.8539325842696629,0.6509146341463414,0.4800000000000001,0.8539325842696629
RadOnly_FocalTversky_Top20__ExtraTrees,0.6643187830687831,0.22155365028193236,0.8780487804878049,0.375,0.8275862068965518,0.6265243902439024,0.4444444444444444,0.8275862068965518
RadOnly_Dice_Top50__ExtraTrees,0.6642195767195768,0.10885640657837464,0.43902439024390244,0.875,0.5901639344262295,0.6570121951219512,0.5283018867924528,0.5901639344262295
Clin+Rad_Tversky_Top10__GradientBoosting,0.6637896825396825,0.173829341299734,0.7804878048780488,0.5,0.7901234567901235,0.6402439024390244,0.48484848484848486,0.7901234567901235
RadOnly_Dice_Top10__ExtraTrees,0.66317791005291,0.1629166446503439,0.5121951219512195,0.75,0.6363636363636365,0.6310975609756098,0.5,0.6363636363636365
Clin+Rad_GDice_Top20__ExtraTrees,0.6630952380952382,0.17450574482252584,0.4146341463414634,0.875,0.5666666666666667,0.6448170731707317,0.5185185185185185,0.5666666666666667
Clin+Rad_Dice_Top10__DecisionTree,0.6626984126984127,0.18156659194814834,0.7804878048780488,0.5625,0.8,0.6714939024390244,0.5294117647058824,0.8
ClinicalOnly__DecisionTree,0.6621031746031747,0.09571145590594247,0.8780487804878049,0.4375,0.8372093023255814,0.6577743902439024,0.5,0.8372093023255814
Clin+Rad_AdaptiveRegional_Top20__RandomForest,0.6617890211640212,0.16109971107289842,0.8292682926829268,0.4375,0.8095238095238095,0.6333841463414633,0.4666666666666667,0.8095238095238095
Clin+Rad_Tversky_Top10__DecisionTree,0.6609126984126984,0.18495895100008444,0.7317073170731707,0.5625,0.7692307692307694,0.6471036585365854,0.5,0.7692307692307694
Clin+Rad_Dice_Top20__RandomForest,0.660515873015873,0.14135620242394328,0.975609756097561,0.25,0.860215053763441,0.6128048780487805,0.38095238095238093,0.860215053763441
RadOnly_BCEFocalTversky_Top50__ExtraTrees,0.6604497354497354,0.16690983352758068,0.7073170731707317,0.5625,0.7532467532467532,0.6349085365853658,0.4864864864864864,0.7532467532467532
Clin+Rad_FocalTversky_Top10__kNN_k5,0.6583002645502646,0.07495531175195759,0.8536585365853658,0.4375,0.8235294117647058,0.6455792682926829,0.4827586206896552,0.8235294117647058
Clin+Rad_Dice_Top50__kNN_k5,0.6578373015873016,0.1695001952817586,0.4634146341463415,0.6875,0.5846153846153846,0.5754573170731707,0.4489795918367347,0.5846153846153846
Clin+Rad_Focal_Top20__SVM_RBF,0.6575727513227513,0.11479155382711723,0.6585365853658537,0.5625,0.72,0.6105182926829269,0.46153846153846156,0.72
Clin+Rad_Dice_Top10__kNN_k5,0.6571263227513228,0.1350114988993197,0.8292682926829268,0.5,0.8192771084337348,0.6646341463414633,0.5161290322580646,0.8192771084337348
Clin+Rad_FocalTversky_Top50__LogisticRegression,0.6557208994708994,0.1219939812412305,0.7317073170731707,0.625,0.7792207792207793,0.6783536585365854,0.5405405405405405,0.7792207792207793
